stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,1.07,0,0,0,0,0,0,5.35,2.14,0,0,0,0,0,1.07,1.07,0,0,0,0,0
21Day,1.34,0,0,36.14,0,1.34,0,0,0,0,0,0,1.34,8.03,4.02,6.69,4.02,6.69,0,0,0,0,4.02,5.35,0,0,0,1.34,2.68,2.68,0,0,1.34,0,0,4.02
3Month,0,0.96,12.48,80.31,0.32,0,1.28,49.27,11.52,0,17.28,13.76,2.56,175.97,5.12,10.24,21.76,3.52,0.96,0,7.68,3.2,1.28,0,3.2,0,0,0,2.56,10.24,0.32,0,0,1.6,3.52,44.15
22Month,0,3.28,22.41,33.35,0,0,1.09,44.28,16.4,1.09,63.41,14.21,9.84,452.63,2.19,3.28,23.51,4.92,0.55,2.19,9.84,0,0.55,0.55,5.47,0.55,1.09,0,0,29.52,1.09,1.09,0,0,0,10.93
