stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,1.07,2.14,0,0,0,0,0,0,0,0,0,0,2.14,9.63,1.07,2.14,0,1.07,0,0,4.28,3.21,0,0,1.07,0,0,0,0,0,0,0
21Day,2.68,0,0,26.77,0,0,0,0,0,0,2.68,0,1.34,0,1.34,1.34,5.35,14.72,0,12.05,0,0,2.68,0,1.34,2.68,0,0,6.69,2.68,0,1.34,2.68,0,0,2.68
3Month,0.64,2.56,0.96,80.31,0.32,0,1.28,0.32,0.32,19.52,8.32,0,127.02,8.64,1.6,45.11,8.32,44.79,15.36,10.24,0.96,0,6.08,4.48,0.32,0.96,6.08,0.32,0.64,2.88,8.64,0.32,0.32,1.28,0.64,17.92
22Month,0,20.23,8.75,75.98,0,0,1.09,0,0,22.96,15.31,82,471.76,8.75,6.56,67.79,7.11,45.37,23.51,33.89,1.09,10.39,4.92,0.55,0.55,0,6.01,2.73,1.09,0,1.09,4.92,0.55,2.73,0,16.95
