stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2623.47,220.67,0,98.07,0,0,0,0,0,0,0,0,0,0,0,8.17,20.43,16.35,4335.68,0,0,0,241.1,637.48,0,0,0,588.44,0,0,0,0,0,4.09,0,0,0
72hpf,32.09,9.63,0,26.74,5.35,25.67,0,0,0,0,0,0,0,1.07,0,9.63,34.23,6.42,1247.38,0,3.21,65.26,242.84,123.03,0,0,0,1157.51,0,0,33.16,3.21,0,5.35,0,0,0
21Day,32.12,4.02,0,56.22,2.68,21.42,0,6.69,0,1.34,0,6.69,1.34,13.39,5.35,2.68,25.43,13.39,1600.89,1.34,0,409.59,58.9,17.4,1.34,5.35,0,354.71,37.48,0,9.37,5.35,10.71,5.35,2.68,0,5.35
3Month,0.32,0.64,0.64,9.92,0,0,0.64,0.64,1.92,16.64,0.32,6.72,3.52,0.32,3.84,0.32,5.76,7.36,151.66,0.64,0,2.56,3.52,0,0.96,0,0,22.08,1.28,32.31,0.32,0,0,0,2.56,6.08,1.28
22Month,1.09,3.28,0.55,12.03,0.55,0,2.19,0,0.55,8.75,2.73,92.93,3.28,1.09,10.39,0,2.73,8.75,41.55,0,2.19,1.64,1.09,0.55,1.64,0,2.19,3.83,0,8.75,0.55,1.64,0,0,0,0,3.28
