stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,16.35,0,98.07,0,0,0,4.09,0,0,0,12.26,0,0,0,0,0,40.86,49.04,28.6,0,0,0,44.95,281.96,0,0,8.17,0,0,0,0,0,4.09,0,0,0
72hpf,3.21,3.21,0,77.02,3.21,2.14,0,2.14,0,1.07,0,0,0,0,1.07,0,54.56,83.44,2.14,43.86,0,2.14,0,130.51,69.54,2.14,0,38.51,0,0,11.77,3.21,3.21,9.63,0,0,0
21Day,50.86,4.02,14.72,570.22,9.37,18.74,0,18.74,9.37,5.35,0,0,6.69,1.34,25.43,30.79,46.85,227.55,29.45,136.53,0,38.82,0,85.67,50.86,0,2.68,89.68,14.72,0,10.71,17.4,111.1,8.03,0,0,5.35
3Month,0,2.56,0.64,78.71,0,0,0.96,0.32,8.32,5.12,0,0,10.24,4.16,0,33.91,3.52,19.84,5.12,4.48,0,5.76,0.96,1.92,0,1.6,0.32,0,1.28,1.6,0,0,0,0.32,2.24,0.96,1.92
22Month,0.55,3.83,1.64,27.33,0.55,0,0.55,0.55,7.65,19.13,3.28,0,39.91,2.73,1.64,37.17,0,3.28,9.29,6.56,1.09,9.84,0,1.09,0.55,1.64,0.55,0,0,0,0.55,1.09,0,0,0.55,0,1.09
