stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,8.17,32.69,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,54.56,0,0,0,0,0,0,0,0,7.49,52.42,0,2.14,0,0,0,0,33.16,4.28,0,0,0,0,0,0,0,0,0,0,0,0
21Day,20.08,1.34,0,2595.42,30.79,5.35,0,2.68,4.02,6.69,13.39,5.35,26.77,226.21,14.72,54.88,0,0,6.69,0,54.88,33.46,1.34,0,14.72,40.16,1.34,2.68,2.68,17.4,2.68,0,0,8.03
3Month,0.32,0.32,0,151.02,0,0,1.6,2.24,5.76,2.24,0,3.84,28.48,39.67,1.28,2.88,0.96,0,0.64,0.96,6.4,0,0.32,0,0.32,10.24,4.16,0.32,0,0,0,1.6,3.52,2.88
22Month,0,0.55,0.55,108.78,0,0,6.56,1.64,15.85,0.55,0,0,0,62.32,0.55,1.64,0,0.55,0.55,0,2.73,0,0,0.55,0,6.01,0,0,0,0,0,0,0,0
