stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,8.17,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,1.07,0,0,0,1.07,0,0,46,1.07,0,1.07,0,3.21,0,0,0,0,0,0,0,0,0
21Day,0,0,1.34,0,2.68,0,1.34,0,0,0,0,0,1.34,2.68,0,0,1.34,1.34,0,0,0,14.72,1.34,0,2.68,0,0,0,0,1.34,0,1.34,1.34,0,0,1.34
3Month,0.32,1.28,1.92,7.68,0,0,0,1.92,1.6,0.32,102.7,0.96,0.64,35.51,2.56,2.24,1.28,2.24,0.32,1.6,12.16,0.96,0.32,1.28,1.28,0,0,1.6,3.84,0.32,0,0,0.32,0.32,17.28,0.96
22Month,0,2.73,3.28,3.28,0,1.09,0,4.92,3.83,9.84,164.54,1.64,0.55,44.28,2.19,0.55,1.09,3.83,6.56,1.64,0.55,0,0,2.19,2.73,0.55,0,0,2.73,1.09,0.55,0,0,0.55,0,0.55
