stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,93.99,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,1.07,0,0,0,0,0,0,0,0,0,4.28,6.42,0,2.14,0,0,0,0,27.81,18.19,0,0,6.42,0,0,2.14,1.07,0,0,0,0
21Day,1.34,0,1.34,13.39,4.02,0,1.34,0,0,0,1.34,0,4.02,1.34,0,1.34,2.68,4.02,0,0,1.34,0,10.71,9.37,1.34,0,2.68,0,1.34,1.34,2.68,1.34,0,0,2.68
3Month,0,1.6,0.96,25.92,0,1.6,0,0.96,2.56,0,20.16,2.56,0,8.64,1.6,4.8,10.56,9.28,1.28,0,1.92,1.6,0.96,0.32,0.64,0,0.32,1.28,10.56,0,0,0,2.56,10.88,1.92
22Month,0,1.09,0.55,2.73,0,0.55,0,1.09,2.73,0.55,22.96,1.09,0,6.56,0,0,1.64,1.64,0,0.55,1.09,0.55,0,0.55,0.55,1.64,0,0,3.28,0,0,0,0.55,0.55,0
