stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,694.29,1.07,0,2.14,1.07,5.35,0,0,0,0,1.07,0,0,0,0,4.28,12.84,1.07,14.98,0,2.14,0,0,68.47,22.47,0,0,8.56,0,0,5.35,17.12,1.07,0,0,0,0
21Day,693.36,0,1.34,65.59,0,46.85,0,2.68,0,1.34,5.35,10.71,1.34,9.37,6.69,10.71,36.14,13.39,74.96,0,0,4.02,1.34,54.88,32.12,2.68,0,37.48,22.76,0,8.03,469.83,1219.4,2.68,1.34,0,20.08
3Month,199.65,0.96,0,8,0,0,0.32,0.32,0,0.32,2.24,6.4,2.24,0,2.88,0.64,1.92,1.28,4.16,0.32,0,0.64,0.64,0.32,0.32,0,0.32,0,0.96,0.64,0.32,10.88,0.64,0.32,0.32,1.6,0.96
22Month,143.77,0.55,0,4.37,0,0,0,0,0.55,0.55,2.73,13.12,1.64,1.09,2.19,1.09,0.55,4.37,1.09,0.55,1.64,0.55,0,1.09,0,0,1.09,0,1.09,1.64,0,294.1,0.55,0,0,0,0.55
