stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,24.61,0,0,2.14,0,0,0,0,1.07,0,0,1.07,0,1.07,0,9.63,0,0,4.28,3.21,0,4.28,0,2.14,0,0,60.98,0,0,0,0,0
21Day,1.34,38.82,0,0,2.68,1.34,0,0,0,0,0,0,0,0,0,1.34,29.45,0,1.34,4.02,4.02,0,5.35,0,6.69,6.69,0,92.36,2.68,0,0,0,0
3Month,0,33.27,1.92,0,0,0,2.88,0.32,0.96,0,1.92,0.96,0,0.64,0.64,0.64,8.64,4.48,1.92,0.32,0,0.64,3.84,0,0,0,7.36,16.96,0,0.32,7.68,2.88,0.32
22Month,0,17.49,0,0.55,0,0.55,0.55,0,0,0.55,2.19,0,0,0,0,0,1.09,0,0,0.55,0,0.55,4.92,0.55,0,0,5.47,15.85,0,0,0.55,0,0.55
