stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,4.09,0,0,0,0,0,93.99,0,0,0,8.17,0,0,0,0,0,4.09,0,0,0
72hpf,2.14,0,0,4.28,4.28,1.07,0,0,0,0,0,0,0,0,0,11.77,10.7,0,18.19,0,12.84,0,0,27.81,21.4,0,0,0,20.33,3.21,0,6.42,2.14,0,3.21,0,0,0
21Day,1.34,1.34,4.02,18.74,1.34,1.34,0,0,0,2.68,0,16.06,0,0,12.05,0,4.02,0,53.54,0,1.34,5.35,0,16.06,12.05,1.34,0,0,14.72,2.68,2.68,2.68,0,1.34,2.68,0,0,0
3Month,0.96,5.76,16.64,84.79,2.88,0,6.4,0.96,26.88,12.16,0.32,1913.62,12.48,0,442.81,24.96,20.48,8.96,88.63,9.28,2.56,7.68,15.68,5.12,0.64,19.52,4.8,0,1.6,31.36,90.87,9.6,0,0,1.92,13.44,44.79,9.92
22Month,1.09,12.57,8.75,51.39,2.19,0,3.83,0,8.2,8.2,8.2,989.99,2.73,2.19,378.29,1.64,2.73,8.2,52.48,0.55,13.67,5.47,0.55,4.92,3.28,16.4,3.28,1.09,1.64,1.64,27.33,8.2,0.55,0,1.64,2.19,0,0.55
