stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,4.09,93.99,4.09,0,0,0,0,0,32.69,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,9.63,1.07,0,0,0,0,4.28,0,0,0,0,0,7.49,27.81,2.14,5.35,0,1.07,0,0,4.28,2.14,0,0,4.28,0,1.07,1.07,0,0,0,0,0,0
21Day,4.02,0,0,116.45,1.34,2.68,0,2.68,0,8.03,0,1.34,0,5.35,1.34,0,73.62,16.06,14.72,2.68,0,2.68,0,8.03,4.02,1.34,0,13.39,4.02,0,1.34,0,1.34,2.68,0,0,6.69
3Month,0.96,4.16,8.32,98.86,0,0,1.92,0.32,0.96,115.5,0.32,279.96,4.48,4.8,45.11,1.92,41.91,103.66,17.28,4.16,0.32,2.56,0.96,0.32,0.96,8.32,0,0.64,3.84,8.32,0,0,0,0,0.96,3.2,3.2
22Month,0,1.64,5.47,16.95,0,0,1.64,0,2.73,95.12,1.09,590.93,2.19,8.2,50.84,0.55,12.03,66.15,18.59,0.55,15.85,0.55,0,1.64,0,14.76,2.19,2.19,0,4.37,1.09,0.55,0,0,0.55,0,4.37
