stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,2.14,0,0,1.07,1.07,0,0,0,0,0,0,0,0,1.07,5.35,0,1.07,0,0,0,0,176.52,12.84,0,0,6.42,0,2.14,2.14,127.31,205.4,0,0
21Day,12.05,2.68,1.34,33.46,1.34,14.72,0,2.68,1.34,1.34,5.35,1.34,5.35,2.68,2.68,13.39,9.37,22.76,0,0,2.68,0,199.44,16.06,2.68,4.02,9.37,12.05,9.37,4.02,326.6,1590.18,0,9.37
3Month,0,0.64,0.32,3.52,0,0,0,0,1.28,1.28,7.68,1.28,0.32,2.24,0,1.6,3.84,2.24,0.64,0,0.32,0.64,2.88,0,0.64,0,0,2.88,90.55,0.32,0.64,0.64,60.79,1.92
22Month,0,0.55,0,3.28,0,0,0.55,0,0.55,8.75,4.92,0.55,0,0.55,0,1.64,4.92,5.47,0.55,0.55,0,0,13.67,0.55,2.19,0,0,0.55,99.49,2.73,2.19,0,0.55,1.64
