stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,44.95,0,0,0,0,8.17,147.11,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,29.95,2.14,0,24.61,14.98,17.12,0,0,0,2.14,0,0,0,1.07,1.07,21.4,27.81,0,42.79,0,2.14,4.28,1.07,2453.03,162.61,5.35,6.42,0,36.37,0,0,264.24,0,0,5.35,0,0,0
21Day,42.83,2.68,2.68,32.12,9.37,29.45,0,0,0,1.34,0,2.68,0,5.35,5.35,5.35,30.79,8.03,129.84,0,0,10.71,0,898.16,91.02,5.35,10.71,0,32.12,34.8,1.34,313.22,9.37,14.72,2.68,0,0,8.03
3Month,1.92,1.28,0.64,53.75,2.88,0,0,3.52,23.04,2.88,0,8,2.56,0,137.26,4.48,70.07,1.92,86.71,7.04,0.32,15.68,5.44,10.88,5.76,18.88,7.36,0,1.92,1.6,3.84,34.55,0.32,0,0.96,0.96,2.56,2.56
22Month,2.19,2.73,1.09,15.31,0,0,1.64,0,13.12,3.83,0.55,31.16,2.73,0.55,92.38,0.55,22.96,3.28,24.6,1.64,1.09,2.73,0,12.03,1.64,20.77,30.61,0.55,0.55,0.55,11.48,33.89,3.28,0,1.64,0.55,0,2.19
