stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,32.69,0,163.46,0,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,69.47,65.38,85.81,0,0,0,0,32.69,894.92,8.17,0,12.26,0,0,0,0,4.09,0,0,0
72hpf,2.14,4.28,0,19.26,12.84,7.49,0,1.07,0,1.07,2.14,0,0,1.07,0,1.07,0,14.98,40.65,2.14,26.74,0,1.07,3.21,1.07,163.68,55.63,5.35,2.14,12.84,0,1.07,16.05,1.07,0,0,0,0
21Day,10.71,5.35,1.34,101.73,2.68,8.03,0,12.05,0,2.68,5.35,0,0,5.35,2.68,25.43,0,16.06,53.54,14.72,24.09,0,0,9.37,0,58.9,29.45,0,1.34,2.68,2.68,6.69,13.39,2.68,1.34,0,0,8.03
3Month,1.28,3.2,19.52,217.89,0.32,0,2.56,3.84,0.64,127.98,28.16,0,0,104.94,16.96,15.68,189.41,10.88,28.16,43.83,15.04,2.88,0.32,62.07,5.76,3.84,0.96,13.76,0.96,0.96,4.16,130.22,2.88,0,0,6.72,27.84,33.91
22Month,0.55,2.19,60.68,211.56,0.55,0,0.55,1.09,0,273.87,20.77,4.37,0,304.49,14.76,9.29,327.99,5.47,28.43,18.59,16.4,0,8.2,13.12,0,2.19,0.55,21.87,1.09,0,0.55,33.35,2.73,1.09,0,0,0,5.47
