stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,32.69,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,3.21,5.35,0,1.07,0,0,0,0,9.63,4.28,0,0,0,1.07,0,0,1.07,0,0,0,0
21Day,1.34,0,0,12.05,2.68,0,0,0,1.34,0,0,0,0,0,0,4.02,1.34,0,0,0,1.34,0,2.68,2.68,0,2.68,0,0,0,1.34,2.68,0,0,0,0
3Month,0,0.64,0.32,21.44,0,0,0.32,5.12,12.8,0,53.11,8.96,2.24,11.2,2.24,3.52,8.64,3.84,0,0.32,1.92,0.64,1.92,0.96,1.92,0.32,0,0.32,3.84,142.06,0.96,0,1.92,62.39,3.84
22Month,0.55,3.28,3.83,17.49,0,2.19,0.55,3.83,34.99,13.12,120.26,6.56,0.55,16.95,0,1.64,21.32,4.37,0.55,4.92,1.09,0,1.09,0,2.19,0,1.64,0.55,0.55,23.51,0.55,1.64,0,0,2.73
