stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,20.43,8.17,4.09,8.17,0,0,0,4.09,0,130.76,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,13.91,12.84,1.07,0,0,0,0,0,0,2.14,0,3.21,21.4,1.07,2.14,0,0,0,1.07,59.91,31.02,0,0,4.28,0,2.14,5.35,0,1.07,1.07,0,0,0
21Day,4.02,0,0,42.83,17.4,0,0,2.68,0,0,1.34,0,4.02,1.34,5.35,12.05,2.68,12.05,0,0,0,2.68,22.76,13.39,1.34,1.34,6.69,2.68,1.34,12.05,0,0,4.02,0,1.34,0
3Month,0,1.6,0.96,49.27,0.96,0,0.96,1.92,5.12,0,13.12,6.4,0.64,8.64,12.16,14.72,3.52,12.48,3.84,0,1.6,3.84,7.68,0.32,8.64,0.64,0.32,3.52,40.31,0,0.32,0,0.32,2.88,494.64,13.44
22Month,0,0,0,21.87,0,0,0,0.55,1.64,0.55,11.48,0.55,0,1.64,0,1.64,2.19,10.93,0,0.55,0,0,2.19,0,0.55,0,0,0,22.41,1.09,0,0,0.55,0,1.64,0
