stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,106.25,28.6,0,253.36,8.17,0,8.17,0,4.09,8.17,4.09,0,0,0,16.35,24.52,32.69,241.1,0,0,0,0,187.97,2529.48,0,0,0,65.38,0,0,8.17,0,0,12.26,0,0,0
72hpf,161.54,66.33,0,230.01,48.14,140.14,2.14,0,2.14,0,0,0,1.07,2.14,44.93,571.27,29.95,1286.96,0,4.28,13.91,0,17227.92,1623.94,10.7,10.7,0,1135.05,1.07,5.35,186.14,5.35,7.49,49.21,0,0,0
21Day,61.57,9.37,4.02,151.25,13.39,93.7,6.69,0,4.02,0,9.37,6.69,22.76,21.42,16.06,137.87,16.06,1766.86,0,0,30.79,0,3521.68,207.47,10.71,13.39,0,487.23,128.5,2.68,30.79,24.09,28.11,9.37,0,0,16.06
3Month,0.96,2.24,0,12.48,0.32,0,0.64,0.64,2.56,0,9.6,2.56,1.6,1.6,4.48,10.24,0.32,27.2,7.04,0,0.96,0.32,3.52,0.64,10.24,10.24,0,1.28,0.32,27.52,3.52,0,0,0.96,1.6,28.48,1.92
22Month,1.09,2.19,1.09,9.29,0,0,0,0,4.37,0,27.33,2.19,1.64,2.73,1.64,1.64,3.83,21.32,3.28,1.64,1.64,0,3.83,0.55,11.48,18.59,1.09,0,0,18.04,15.31,0.55,0,0,0,0,0.55
