stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,138.94,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,8.17,0,32.69,0,0,0,0,0,286.05,0,0,0,4.09,0,0,0,0,0,4.09,0,0,0
72hpf,2.14,0,0,16.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,1.07,0,20.33,0,1.07,0,0,5.35,8.56,0,0,0,7.49,0,0,0,2.14,0,0,0,0,0
21Day,6.69,1.34,0,13.39,0,8.03,0,5.35,0,0,0,0,0,1.34,0,127.16,0,0,8.03,4.02,68.27,0,0,0,0,17.4,4.02,0,0,0,13.39,9.37,0,0,1.34,1.34,0,0,0,124.48
3Month,0,2.24,3.52,39.67,0.32,0,0.96,0,0,6.08,5.76,0,0,122.86,11.2,3.52,36.79,2.88,16.96,13.12,22.4,3.52,0.96,2.24,1.28,0.32,0.96,0.64,0.32,0,1.92,7.68,0.32,8.32,0.64,0,0,3.2,2.24,47.35
22Month,1.09,10.93,6.56,52.48,0,0,3.28,5.47,0.55,7.65,27.33,30.07,0,1111.35,17.49,25.69,92.93,2.19,7.11,44.28,68.88,2.73,37.72,6.56,0.55,2.19,1.09,2.73,2.19,2.73,1.09,2.73,0,4.92,2.19,0.55,0.55,1.09,0,21.32
