stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,4.09,16.35,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,0,3.21,0,0,0,0,0,5.35,0,0,0,1.07,0,0,2.14,0,0,0,0,0
21Day,0,1.34,0,6.69,0,0,0,0,0,0,0,0,0,0,0,2.68,0,2.68,0,0,1.34,0,2.68,2.68,0,1.34,0,0,0,1.34,0,0,1.34,0,0,0
3Month,0.96,4.16,2.56,49.91,0,0.96,0.32,6.08,8.96,0.64,73.59,14.72,2.88,31.36,2.24,17.92,13.76,18.56,3.52,0.32,1.92,2.24,1.6,0.64,2.88,3.2,0,0.64,5.12,18.56,0.64,0,0.96,2.24,4.48,9.28
22Month,1.64,15.85,12.03,43.19,0.55,6.56,1.09,7.11,63.41,56.31,661.45,24.05,13.12,86.92,6.01,12.03,36.63,53.57,1.09,26.79,8.2,0.55,4.37,2.19,8.2,8.75,6.01,0,7.11,3.28,8.75,2.73,0.55,0.55,0,16.95
