stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,12.26,4.09,0,0,0,0,8.17,159.37,0,0,4.09,0,0,0,0,4.09,0,0,0
72hpf,1.07,0,0,1.07,0,1.07,0,0,0,0,0,0,0,0,0,0,2.14,2.14,0,4.28,0,0,0,0,12.84,7.49,0,0,4.28,0,0,3.21,1.07,1.07,0,0,0
21Day,5.35,0,1.34,18.74,0,0,0,2.68,0,0,0,0,4.02,0,2.68,2.68,0,9.37,4.02,21.42,0,0,0,0,6.69,6.69,0,0,5.35,2.68,0,1.34,1.34,0,0,0,2.68
3Month,0,0.64,2.24,16.96,0.32,0,1.28,0,2.88,2.88,0,0,237.72,2.88,0.32,21.12,1.92,5.44,7.04,10.24,1.6,0.32,1.92,4.48,0.32,0,0.64,0.32,0.64,2.56,2.24,0.32,0,0,1.28,1.28,4.48
22Month,0.55,2.19,1.64,3.28,0,0,1.09,0,0,2.19,5.47,0,337.29,1.09,2.73,27.33,0.55,1.09,7.11,8.2,1.09,9.84,0.55,0,0,0.55,0.55,0.55,0,0,0.55,0,1.09,0,0.55,0,0.55
