stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,16.35,4.09,12.26,0,0,0,4.09,8.17,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,8.56,0,0,0,0,0,0,0,0,0,0,106.98,0,2.14,0,0,0,8.56,3.21,0,0,2.14,0,0,1.07,0,0,0,0,0
21Day,2.68,0,0,50.86,0,1.34,0,2.68,0,0,0,1.34,1.34,1.34,36.14,18.74,10.71,0,0,0,2.68,2.68,0,0,0,1.34,0,0,1.34,1.34,0,0,1.34
3Month,0,1.28,0.32,65.59,0,0.32,3.2,5.76,0,19.52,3.2,0.32,11.2,1.6,25.28,7.36,4.16,0.32,0.64,0.64,0.64,0,1.6,0,0.32,0.96,2.24,0.64,0,0,0.64,0.32,4.48
22Month,0.55,0.55,1.64,57.95,1.09,0,0.55,1.64,2.19,14.21,1.09,0.55,4.37,1.64,8.75,6.01,3.28,0,0,0,0.55,0,0.55,0.55,0,0.55,7.11,0,0,0,0,0,1.09
