stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,8.17,0,0,0,4.09,0,0,0,208.41,0,0,0,0,0,24.52,28.6,32.69,0,0,0,0,8.17,384.12,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,170.1,18.19,1.07,144.42,22.47,184,0,2.14,0,0,2.14,0,0,0,11.77,0,56.7,325.22,20.33,262.1,0,20.33,5.35,0,1271.98,606.57,4.28,4.28,60906.42,11.77,2.14,81.3,4.28,28.88,13.91,0,0,0
21Day,167.32,13.39,16.06,357.39,58.9,396.21,0,30.79,0,0,9.37,0,70.94,34.8,103.07,34.8,25.43,210.15,85.67,657.22,1.34,0,29.45,0,396.21,178.02,8.03,16.06,39781.2,151.25,6.69,36.14,20.08,215.5,13.39,1.34,0,56.22
3Month,0.32,0.64,0.64,5.12,0,0,0,0.32,0.32,0.96,5.76,0,7.36,7.04,0.64,3.84,0.32,1.28,11.84,38.07,3.2,0,0.96,1.28,0,0.32,0.32,0,222.36,2.88,66.87,0,0,0,0,10.24,8.64,16.32
22Month,0.55,0.55,0,2.73,0.55,0,0.55,0,0,0.55,8.2,0,15.31,2.73,5.47,0,0,0.55,18.04,2.19,0,1.09,0.55,0,0,0,0,0,9.29,0,54.12,0,0,0,0,0,0,29.52
