stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,8.17,4.09,0,0,0,0,0,40.86,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,3.21,0,0,0,0,0,0,0,0,0,0,0,0,5.35,5.35,1.07,4.28,0,0,0,0,14.98,13.91,0,0,7.49,0,0,2.14,0,1.07,0,0,0
21Day,6.69,2.68,0,14.72,6.69,0,1.34,0,1.34,0,1.34,0,4.02,1.34,4.02,4.02,0,22.76,0,0,0,0,10.71,6.69,0,0,0,5.35,0,1.34,1.34,0,0,0,0
3Month,0,1.92,1.6,16.64,0,0.32,0,2.88,2.88,0,16.96,3.2,0.64,11.2,0.64,5.76,2.88,4.8,0.32,0.32,0.96,1.6,0.96,0,0.64,0.32,0,0.96,11.52,0,0,0.32,0.64,3.52,3.84
22Month,0,1.64,3.28,4.92,0,0.55,0,1.09,4.37,1.64,40.45,2.19,0.55,9.84,0.55,1.09,6.56,5.47,0.55,0,1.09,0,1.09,0.55,0.55,1.64,0,0,2.73,0,0,0,0,0,1.09
