stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,4.09,0,0,0,0,4.09,28.6,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,5.35,1.07,0,0,0,0,0,0,0,0,0,0,8.56,0,3.21,0,0,0,23.54,9.63,0,1.07,4.28,1.07,0,2.14,0,0,0,0
21Day,4.02,1.34,0,25.43,2.68,5.35,0,4.02,0,2.68,0,0,2.68,2.68,1.34,13.39,6.69,17.4,0,1.34,0,16.06,9.37,1.34,0,2.68,0,0,4.02,2.68,1.34,0,4.02
3Month,0,0,0.32,3.2,0,0,0,0,1.6,0.96,0,1.28,0,2.88,0,0.96,0.96,0,0,0,0.32,0,0,0,0,0,0,0.32,0.32,0,0,0.32,1.92
22Month,0,1.64,1.09,2.73,0,0,0.55,0,0.55,4.37,2.19,8.2,0,3.28,0.55,0.55,0.55,1.64,0.55,0,0,0,0,1.64,0,0,0,0,0,0,0,0,2.73
