stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,40.86,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,61.3,0,0,0,28.6,568.01,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,22.47,6.42,0,27.81,5.35,1.07,0,3.21,0,0,0,0,0,2.14,0,9.63,12.84,1.07,52.42,0,0,0,484.62,311.31,2.14,3.21,36.37,1.07,0,20.33,2.14,0,0,0,0,0
21Day,26.77,5.35,0,58.9,5.35,4.02,0,8.03,0,0,0,1.34,0,13.39,2.68,2.68,28.11,5.35,120.47,0,4.02,12.05,218.18,232.9,1.34,5.35,17.4,14.72,0,22.76,4.02,1.34,2.68,0,0,1.34
3Month,0.96,1.28,0.64,33.59,0,0,0,0,1.28,1.92,0,3.2,1.28,2.88,1.28,1.28,6.72,1.92,9.6,0.64,0,5.12,3.2,3.84,1.28,0.64,0,1.28,0.96,0,0,0.32,0,0.96,0.64,0.96
22Month,0,0.55,0.55,9.29,0,0,0.55,0.55,0.55,1.09,1.09,9.84,1.09,3.28,0,0.55,1.64,0.55,2.19,0,0,2.19,0.55,0,0,1.09,0,0.55,0,0.55,0,0,0,0,0,0.55
