stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0
3Month,0.32,1.92,0.64,22.08,0,0.96,0.64,0.96,8.32,0,23.04,12.48,2.88,9.92,3.2,6.72,4.48,10.56,1.92,0.64,2.56,1.92,1.28,0,1.6,0.32,0,0.32,5.12,6.4,0.32,0.32,2.56,3.84,8.64
22Month,2.73,18.04,4.92,37.17,0.55,7.65,1.64,9.29,49.2,19.13,265.13,16.95,4.92,50.84,4.92,7.11,24.6,43.19,1.64,23.51,8.2,1.09,2.73,1.64,6.56,7.11,3.28,0,2.73,2.73,4.37,2.19,2.19,3.28,20.23
