stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,28.6,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,20.43,32.69,0,0,0,0,0,1499.71,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,7.49,1.07,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0,10.7,0,27.81,0,0,39.58,0,14.98,49.21,0,0,0,131.58,0,0,1.07,0,0,7.49,0,0,0
21Day,9.37,0,0,13.39,1.34,0,0,0,0,0,0,0,1.34,1.34,0,8.03,0,12.05,0,0,72.28,0,6.69,5.35,0,0,0,222.2,0,1.34,0,0,2.68,1.34,0,0,0
3Month,0.32,0.96,0.32,20.8,0,0,0.32,4.16,7.04,0.32,10.56,3.2,0,6.72,2.56,3.84,1.6,52.15,3.2,0,14.4,1.6,0.32,0.32,0.32,0.64,0,97.9,2.24,159.01,0.32,0,0,0,2.56,36.47,2.24
22Month,2.73,4.37,3.83,18.59,0.55,0.55,0,2.73,2.73,4.37,73.8,1.09,0,27.88,0.55,4.37,0.55,24.6,1.09,2.73,3.28,0,1.09,0.55,2.19,4.92,1.64,11.48,0,53.57,1.09,0.55,0,0,1.09,0,1.64
