stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,8.17,0,0,0,0,4.09,8.17,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,5.35,0,1.07,0,0,0,0,0,0,0,0,0,0,0,2.14,4.28,3.21,0,0,0,0,6.42,3.21,0,0,0,3.21,0,0,0,0,0,0,0
21Day,1.34,0,0,200.78,0,1.34,0,0,0,0,0,0,0,0,2.68,0,9.37,33.46,38.82,5.35,0,0,1.34,0,8.03,2.68,0,0,0,0,2.68,0,0,1.34,0,0,1.34
3Month,0.64,6.4,1.6,1439.13,0.96,0,4.16,0.32,7.68,8.96,0,0,54.07,9.92,0.96,20.8,30.4,493.36,34.23,15.68,3.52,0,2.56,6.72,8.32,0,2.24,3.52,0,0.32,15.68,17.92,0.32,1.28,13.76,8,10.24
22Month,0,2.73,1.09,210.46,1.64,0,1.09,0,1.09,3.83,1.64,0,40.45,4.37,0.55,4.92,10.39,100.58,15.31,6.01,1.64,1.64,0.55,0,3.28,0,1.09,0,0.55,0.55,0.55,7.11,0.55,0,0,0,0.55
