stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,32.69,0,0,0,8.17,187.97,0,0,0,0,0,0,0,0,0,0,0
72hpf,9.63,4.28,0,5.35,2.14,4.28,0,1.07,0,0,0,1.07,0,0,1.07,0,6.42,21.4,1.07,21.4,2.14,2.14,0,138,67.4,0,1.07,13.91,1.07,0,11.77,0,0,0,0,0
21Day,1.34,0,0,0,0,1.34,0,0,0,0,0,0,0,0,1.34,0,0,1.34,0,0,0,0,0,2.68,4.02,0,0,4.02,0,1.34,0,2.68,0,0,0,0
3Month,0,0,0.64,1.92,0,0,0.32,0,0.64,0.96,0,0,3.52,0.96,0,1.6,0,3.84,0.96,0.96,0,0.32,0.64,0.32,0.32,0,0,0,0.32,84.15,0.96,0,0,0.32,67.19,1.6
22Month,0,2.73,1.09,4.92,0,0,0.55,0,2.19,0,5.47,0,52.48,0.55,1.09,7.11,1.09,0,2.19,5.47,2.73,1.09,0,0,0,1.09,1.09,0,0,8.75,0,0,0.55,0.55,0,0.55
