stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,200.23,0,0,0,8.17,0,0,0,0,8.17,0,0,0
72hpf,6.42,7.49,0,4.28,1.07,5.35,0,0,0,1.07,0,0,0,0,0,4.28,19.26,0,32.09,0,1.07,1.07,1.07,27.81,52.42,0,0,0,29.95,0,1.07,9.63,0,2.14,0,0,0
21Day,2.68,0,0,18.74,2.68,5.35,8.03,0,0,1.34,0,4.02,0,1.34,0,2.68,12.05,0,42.83,0,0,2.68,2.68,10.71,41.49,0,0,0,12.05,4.02,0,10.71,1.34,2.68,0,0,1.34
3Month,0,5.44,0.96,21.76,0.96,0,0,0.32,2.24,1.92,0.32,257.88,1.92,0,7.68,2.24,7.68,1.28,17.92,3.52,0.64,3.84,7.68,0,0.32,0.32,2.56,0,1.28,6.08,11.52,0.96,0,0.64,6.4,4.48,4.8
22Month,0,6.01,0,7.65,0,0,0,0,1.09,1.64,1.09,82.54,1.64,0.55,1.64,0,1.64,3.83,13.67,0,1.09,2.19,0,0,0,0.55,1.09,1.09,0.55,0,0.55,1.09,0,0,0,0,0.55
