stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,34.23,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,1.34,16.06,4.02,5.35,0,0,1.34,0,0,1.34,0,0,58.9,0,1.34,0,2.68,0,1.34,0,0,1.34,0,0,0,1.34,6.69,0,0,0,1.34,0,0,0
3Month,0.32,2.88,64.95,19.84,0,1.92,0.32,15.68,4.8,0,26.56,6.72,0,974.89,0.96,3.84,5.44,7.36,0.64,0.64,1.28,0.32,0.64,0,1.92,0.96,0.32,2.88,7.04,0.64,0,0.32,0.96,3.2,3.84
22Month,0,2.19,80.9,6.01,0,0.55,0,20.23,4.92,2.19,48.11,3.28,0.55,1096.04,0.55,0,2.19,4.37,0.55,3.28,1.09,0,0,0,3.28,0.55,0.55,0,4.92,0.55,0.55,0,0.55,0,1.64
