stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,126.68,57.21,0,0,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,21.4,1.07,2.14,0,0,0,0,0,0,0,0,0,167.96,74.89,1.07,7.49,0,0,0,0,12.84,8.56,0,0,4.28,0,0,1.07,0,0,0,0,0
21Day,0,0,1.34,97.71,2.68,2.68,0,0,1.34,0,0,0,1.34,0,4.02,212.83,14.72,1.34,1.34,0,1.34,0,0,5.35,2.68,2.68,0,6.69,2.68,0,0,1.34,1.34,0,0,0
3Month,0.64,1.6,6.08,99.82,1.6,0,0.32,0.32,67.51,4.8,0,21.12,4.8,0,243.16,79.99,8.32,3.2,7.68,3.2,0,1.92,0.64,1.28,0.64,4.48,0.32,0,2.24,1.28,0,0,0,1.28,1.6,1.92
22Month,0,4.37,61.77,150.33,2.19,0,1.09,0,176.02,6.01,2.19,121.9,1.64,0.55,890.5,70.52,7.65,8.2,6.56,0,5.47,1.09,0,1.64,0,22.96,0.55,0,1.09,1.64,1.09,0,0,0,0,0.55
