stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,1.07,0,0,0,0,0,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0
21Day,6.69,1.34,0,13.39,5.35,14.72,0,4.02,0,0,0,0,0,2.68,323.93,1.34,6.69,1.34,25.43,0,0,4.02,0,18.74,4.02,1.34,0,4.02,6.69,0,1.34,5.35,0,0,4.02
3Month,0.64,0.96,0.96,20.48,0.32,0,1.28,0,22.4,5.76,0,18.88,7.04,0,787.4,2.24,4.48,3.52,8.32,1.6,0,0.96,0.96,0.96,0,1.28,0,0.32,8.32,6.4,0,0,2.24,1.92,2.56
22Month,0,1.64,3.28,11.48,0,0,0.55,0,28.43,32.25,0.55,49.75,0,0.55,1273.16,0,1.09,8.75,7.11,0,1.64,0.55,0,0,0,1.09,1.09,0.55,0.55,2.19,2.19,0,0,0,1.64
