stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,24.52,0,0,0,0,0,0,0,0,0,4.09,44.95,8.17,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,13.91,0,0,0,0,0,0,0,0,0,2.14,131.58,0,3.21,0,0,0,0,9.63,2.14,0,0,0,3.21,0,0,0,0,0,0,0
21Day,6.69,0,0,184.72,4.02,0,0,0,0,1.34,0,0,4.02,13.39,169.99,6.69,8.03,0,0,2.68,0,12.05,2.68,0,0,0,2.68,2.68,1.34,1.34,1.34,0,0,1.34
3Month,0.64,0.96,2.56,482.48,0,1.28,3.2,3.2,0,14.08,3.2,0.32,5.76,23.36,71.35,4.16,10.24,3.52,0,1.28,2.56,6.72,0,4.48,0.32,0,0.96,1.92,26.24,0.64,0,4.48,6.08,2.56
22Month,0.55,0.55,3.83,64.51,0,1.09,0.55,0.55,0.55,12.03,1.09,0,2.19,5.47,14.21,0.55,2.73,0,0.55,0,0,2.19,0,3.28,0,0.55,0,1.09,7.65,0,0,0,0,0
