stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,208.41,61.3,0,862.23,0,4.09,0,0,0,0,36.78,0,0,0,0,0,12.26,12.26,412.73,0,0,0,8.17,4.09,723.29,0,0,57.21,0,0,0,0,0,0,0,0
72hpf,8.56,8.56,0,1271.98,2.14,19.26,0,0,0,0,0,0,0,0,0,7.49,59.91,1.07,134.79,0,0,1.07,5.35,47.07,34.23,1.07,2.14,197.91,2.14,0,5.35,0,1.07,0,0,0
21Day,2.68,1.34,0,69.6,0,4.02,0,2.68,0,0,0,0,0,0,0,0,2.68,0,72.28,0,0,0,0,6.69,2.68,0,0,13.39,5.35,0,0,0,0,0,0,1.34
3Month,0,0.64,0.32,80.63,0,0,0.32,26.88,1.92,0,0,6.08,2.24,0.64,2.56,2.56,0.32,1.92,24,11.2,0,0.64,0.96,0.64,0.96,4.8,0,0,2.24,2.24,0.32,0,0,0.64,1.92,1.6
22Month,0,0,0.55,94.02,0,0,1.09,20.77,1.64,1.64,0,17.49,3.83,0.55,2.73,0.55,0,1.09,57.95,1.64,1.09,1.09,0,0,0,3.28,0,0,0.55,1.64,0,0.55,0,0.55,0.55,0.55
