stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,65.38,0,0,0,0,0,61.3,0,0,0,8.17,0,0,0,0,0,0,0,0
72hpf,12.84,5.35,0,38.51,18.19,10.7,0,0,1.07,0,0,1.07,0,11.77,20.33,2.14,57.77,0,0,7.49,0,1325.47,74.89,0,1.07,0,105.91,0,0,18.19,2.14,6.42,0,0,0
21Day,2.68,0,2.68,26.77,13.39,10.71,0,0,0,4.02,1.34,4.02,1.34,1.34,4.02,1.34,81.65,0,0,20.08,0,327.94,18.74,5.35,1.34,0,69.6,10.71,2.68,18.74,5.35,8.03,0,0,9.37
3Month,0,0.64,0.64,15.36,1.6,0,0,0.64,3.52,33.27,1.6,0,3.84,10.56,2.88,2.24,8.64,2.24,0,4.16,0.96,2.24,0.64,5.76,0.32,0,0,0,25.6,0.32,0,4.48,4.48,34.55,3.84
22Month,0,2.73,0,17.49,1.09,0,0.55,0.55,3.28,57.4,2.19,1.64,9.29,3.83,2.19,3.28,5.47,0.55,0.55,0,0,1.64,0.55,6.56,0,0.55,0,0,14.76,0.55,0,1.64,9.84,0.55,2.19
