stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,28.6,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,130.76,0,0,0,0,28.6,81.73,0,0,0,32.69,0,0,0,0,0,0,0,0,0
72hpf,11.77,17.12,0,0,2.14,1.07,0,0,0,0,0,0,0,0,1.07,5.35,0,101.63,0,5.35,6.42,0,35.3,19.26,0,0,0,143.35,0,0,6.42,0,0,1.07,0,0,0
21Day,4.02,9.37,0,12.05,0,5.35,0,0,0,0,0,0,2.68,0,1.34,5.35,1.34,129.84,0,0,36.14,0,26.77,4.02,0,0,0,50.86,4.02,0,2.68,0,1.34,0,0,0,0
3Month,0,11.2,0.32,5.12,0,0,0.32,0.96,1.92,0,81.27,2.56,0,3.2,0.64,1.92,2.24,42.87,14.72,0,9.6,0.64,0.64,0,2.88,0.64,0,48.31,1.6,4.48,0,0,0,0,3.84,31.04,1.92
22Month,1.09,41,1.64,9.29,0,0,1.09,0.55,4.37,6.56,367.35,1.09,1.64,10.39,0,1.09,3.83,48.11,2.73,12.03,7.11,1.09,1.09,0.55,2.73,0.55,2.19,75.98,0,2.19,0.55,0.55,0,0,7.65,0,2.73
