stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,12.26,4.09,0,0,0,0,12.26,98.07,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,3.21,2.14,0,6.42,1.07,1.07,0,0,0,0,0,0,0,0,0,0,10.7,0,10.7,0,0,0,0,48.14,28.88,0,0,9.63,0,0,1.07,0,0,0,0,0,0
21Day,1.34,0,0,17.4,0,8.03,4.02,0,0,0,0,0,0,9.37,1.34,1.34,2.68,2.68,18.74,0,0,1.34,0,29.45,5.35,1.34,0,8.03,0,1.34,1.34,0,2.68,0,0,0,2.68
3Month,0,1.92,0,33.27,0.32,0,0.64,6.4,8.96,0,0,25.92,8.32,1.6,7.36,1.92,9.6,8.64,8.64,1.28,0,2.56,3.2,1.28,0,2.56,1.28,0.32,1.28,35.51,0,0,0,0,3.2,5.12,11.52
22Month,0.55,4.37,1.09,8.2,0,0,0.55,4.92,19.68,4.37,0,49.75,3.83,0.55,10.39,0.55,5.47,12.03,8.75,0,1.64,1.64,0,0.55,0,1.64,2.19,0.55,0,5.47,1.64,0.55,0,0,0.55,0,4.92
