stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,16.35,16.35,0,0,0,12.26,237.01,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,6.42,1.07,0,9.63,1.07,7.49,0,1.07,0,1.07,0,0,0,1.07,0,1.07,18.19,1.07,10.7,0,1.07,0,146.56,63.12,2.14,0,24.61,1.07,0,11.77,2.14,3.21,5.35,0,0,0
21Day,18.74,2.68,0,60.23,1.34,25.43,0,9.37,0,6.69,0,4.02,0,22.76,5.35,4.02,24.09,10.71,49.53,0,0,5.35,70.94,37.48,2.68,4.02,12.05,5.35,0,6.69,1.34,8.03,0,0,0,13.39
3Month,0,1.28,0.32,17.6,0,0,0.32,0,1.6,4.16,0,24.64,2.88,0.32,6.08,0.64,3.84,4.16,4.8,1.6,0,1.28,0.32,0,0.32,0,0.64,0.64,9.28,0.32,0,0,0.32,2.24,4.8,4.16
22Month,0.55,1.09,1.09,5.47,0,0,0,1.64,0,15.85,1.64,51.39,2.19,2.19,13.12,0,1.64,6.56,2.19,0,1.09,0,0.55,0,0.55,0,0,0,1.09,1.09,0,0,0,0,0,3.83
