stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,8.17,36.78,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,16.05,1.07,0,5.35,5.35,9.63,0,0,0,0,0,0,0,0,0,1.07,16.05,2.14,10.7,0,2.14,2.14,1.07,1432.45,65.26,2.14,1.07,18.19,1.07,0,8.56,0,1.07,1.07,0,0,0
21Day,5.35,0,0,16.06,0,16.06,0,0,0,0,0,0,2.68,2.68,4.02,0,8.03,1.34,10.71,0,0,2.68,0,420.3,28.11,1.34,5.35,18.74,13.39,1.34,1.34,1.34,5.35,0,1.34,0,0
3Month,0,0,0.32,2.88,0.32,0,0.32,0,1.28,1.28,0,8,1.6,0.32,2.88,0.64,1.92,0.32,2.56,0.32,0,1.6,0,24.64,0,5.12,0,0,0.32,66.23,0.32,0,0,0,0.64,47.35,0.64
22Month,0,1.64,0,3.83,0,0,0,1.09,1.09,0.55,1.09,31.71,1.09,0.55,3.28,0,1.09,1.64,11.48,1.09,1.09,0,0,14.21,0.55,8.2,1.09,0,1.09,26.79,3.28,1.09,0,0.55,1.09,0,0.55
