stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,1.07,0,0,2.14,0,5.35,0,0,0,0,0,0,0,0,0,0,10.7,4.28,3.21,0,0,0,0,4.28,6.42,0,0,0,1.07,0,0,0,0,0,1.07,0,0,0
21Day,2.68,1.34,1.34,26.77,1.34,14.72,0,8.03,0,4.02,0,2.68,1.34,18.74,0,5.35,14.72,6.69,24.09,0,0,4.02,0,1.34,2.68,0,0,0,5.35,1.34,0,2.68,2.68,2.68,0,0,0,9.37
3Month,0.32,3.84,2.88,51.19,0.32,0,0.64,1.28,9.92,22.08,0,56.95,16,3.2,37.43,3.2,11.52,21.44,16,2.56,0,3.2,1.92,1.6,0.64,5.12,0.96,0,0.32,2.24,0.32,17.28,0,0,0.32,2.56,120.3,38.07
22Month,2.73,6.56,7.11,25.15,1.09,0,2.19,1.09,6.56,36.08,9.29,177.12,9.84,14.21,83.64,0.55,3.83,59.59,13.12,0,9.84,3.28,1.09,1.64,0,2.19,1.64,2.19,0,0.55,0,7.11,1.09,0,0,0.55,0.55,23.51
