stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,28.6,8.17,0,1708.12,0,8.17,0,0,0,0,0,4.09,0,0,0,0,28.6,4.09,16.35,621.13,0,0,0,0,44.95,506.71,4.09,0,331,0,0,0,0,0,0,0,0
72hpf,21.4,4.28,0,235.35,34.23,12.84,0,0,0,0,0,0,0,0,1.07,1.07,308.1,59.91,2.14,553.08,0,4.28,5.35,0,133.72,117.68,2.14,0,564.85,7.49,0,8.56,0,51.35,0,0,0
21Day,24.09,0,1.34,128.5,18.74,12.05,0,2.68,0,0,0,0,2.68,1.34,5.35,2.68,1.34,91.02,4.02,729.5,0,0,73.62,0,62.91,54.88,0,4.02,214.17,34.8,0,6.69,5.35,25.43,1.34,0,0
3Month,0.64,0.96,0.96,53.11,6.72,0,0.96,0,3.84,8,0.32,0,70.39,4.8,0,6.72,1.6,75.51,4.16,160.93,4.8,0,2.24,0,0.96,0.96,0.96,0,4.48,2.56,3.2,0.32,0,0.64,6.4,3.52,2.24
22Month,0.55,9.29,0.55,67.79,0,0,2.73,0,2.19,8.2,5.47,0,89.65,5.47,1.09,8.75,0,15.31,5.47,80.9,1.09,1.64,2.73,0.55,0.55,0.55,0.55,0.55,0.55,0,12.57,1.64,0,0,1.64,0,1.64
