stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,1062.47,32.69,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,40.65,3.21,0,11.77,10.7,39.58,3.21,2.14,0,0,2.14,0,18.19,125.17,8.56,51.35,0,1.07,1.07,4975.6,188.28,1.07,3.21,0,99.49,2.14,0,50.28,2.14,6.42,9.63,0,0
21Day,10.71,0,0,44.17,4.02,24.09,2.68,0,4.02,1.34,8.03,4.02,4.02,18.74,2.68,54.88,0,0,4.02,1214.05,26.77,0,0,0,10.71,20.08,0,6.69,1.34,0,1.34,0,5.35
3Month,0,0,0.32,5.12,0,0,0,1.6,6.4,4.48,0.32,1.6,0,1.6,0.96,2.56,1.92,0,0.32,121.26,0,0,0,0,0,0.32,3.52,0.32,0,0,0,0.64,1.28
22Month,0,1.09,0,1.09,0,0,0,3.28,9.29,0.55,0,2.19,0,0.55,0.55,2.19,0,0.55,0.55,49.75,0,0.55,0,1.09,0,0,0.55,1.09,0,0,0,0,0.55
