stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,8.56,0,0,3.21,2.14,2.14,1.07,0,0,0,0,0,1.07,0,1.07,10.7,1.07,2.14,0,1.07,0,0,282.42,8.56,0,1.07,2.14,0,0,0,0,0,0,0,0,0
21Day,25.43,0,0,18.74,0,24.09,16.06,0,0,0,0,0,16.06,2.68,1.34,10.71,4.02,28.11,0,2.68,0,0,381.48,4.02,1.34,1.34,1.34,12.05,0,8.03,0,5.35,1.34,0,0,2.68
3Month,1.28,0.64,0.32,13.12,0,0,1.6,2.56,2.24,0.32,4.48,3.84,0.96,2.88,3.2,2.56,2.88,32.95,7.68,0,8.32,0.32,48.63,0,6.4,0,0.32,0,8.64,3.2,0,0,1.92,0.32,0.96,21.12
22Month,0,0.55,1.64,12.57,0,0,0.55,0.55,2.19,38.27,26.24,1.64,0.55,4.92,0,1.09,2.19,13.12,0,1.64,0,0,75.98,1.64,6.01,0,0.55,1.64,6.56,15.31,0.55,0,0,0,0,13.12
