stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,65.38,8.17,0,49.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,28.6,0,0,0,53.12,1283.13,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,101.63,14.98,0,55.63,10.7,49.21,0,0,0,0,1.07,0,0,0,0,0,18.19,126.24,10.7,89.86,4.28,2.14,1.07,6434.79,1753.39,10.7,103.77,0,93.07,4.28,4.28,206.47,9.63,4.28,10.7,0,0,0
21Day,16.06,1.34,1.34,113.78,5.35,24.09,0,5.35,0,0,2.68,0,5.35,1.34,14.72,9.37,10.71,30.79,4.02,70.94,0,8.03,0,1223.42,389.51,6.69,52.2,0,30.79,41.49,2.68,52.2,8.03,16.06,5.35,0,0,5.35
3Month,0.32,0.64,1.28,70.07,0.32,0,0.64,0,0.96,1.92,2.56,14.72,12.48,5.76,0,6.4,5.12,16.32,5.76,37.11,0,3.84,2.24,45.11,14.08,36.47,69.43,0,0.64,4.48,297.87,5.44,0,0,1.6,2.24,115.82,2.24
22Month,0,0,0.55,50.84,1.09,0,0.55,1.09,0.55,0,3.83,0,28.97,2.73,1.09,4.37,3.28,6.01,2.73,29.52,1.64,6.01,0,37.72,7.65,46.47,124.64,3.28,0.55,0,86.92,26.79,3.28,0,1.09,1.09,1.09,0
