stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,8.17,69.47,12.26,0,0,0,0,0,4.09,20.43,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,7.49,2.14,2.14,0,0,0,0,0,0,0,0,0,0,0,217.17,0,2.14,0,0,0,0,18.19,6.42,0,0,1.07,0,0,0,0,0,0,0
21Day,0,0,0,52.2,0,0,0,0,0,0,1.34,0,1.34,1.34,2.68,1.34,0,76.3,1.34,6.69,0,0,0,0,5.35,0,0,0,1.34,2.68,1.34,0,0,0,0,1.34
3Month,1.6,1.6,3.52,162.53,0,0,0.64,0.64,0.32,10.88,11.84,0,40.31,13.76,2.24,63.03,6.72,14.08,12.48,8.96,1.92,0.32,3.84,5.12,1.6,0,1.92,0.32,0.32,1.28,32.31,0.32,0.32,4.48,4.8,20.48
22Month,0.55,9.84,6.01,55.76,0,0,1.09,0.55,0,10.93,24.05,3.28,112.06,18.59,6.56,90.74,3.83,5.47,27.33,12.57,0,5.47,3.83,0.55,1.09,0.55,3.28,0.55,0,1.09,3.83,1.09,0.55,2.19,0,16.4
