stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,2.14,1.07,0,0,0,0,0,0,0,0,0,235.35,2.14,17.12,1.07,0,1.07,0,0,6.42,4.28,0,0,0,1.07,0,0,0,0,0,0,0,0
21Day,1.34,0,2.68,105.74,0,9.37,0,0,0,13.39,0,1.34,0,1.34,0,349.36,44.17,6.69,8.03,0,0,0,0,24.09,4.02,0,0,0,2.68,2.68,0,0,0,2.68,0,0,0
3Month,0.64,0.96,1.92,84.79,0.64,0,2.24,0.32,4.16,69.75,0.32,42.23,21.44,0.64,16.32,1992.96,6.4,40.95,7.04,8.32,2.56,11.2,5.12,39.99,0.32,0.96,0.32,0,0,2.56,9.6,0,0,0,16,18.88,23.36
22Month,7.11,7.11,0.55,42.64,0.55,0,0.55,0,0.55,14.76,1.64,117.53,1.09,0,10.93,510.58,1.09,7.11,4.92,0,3.83,4.37,0,1.64,0.55,0.55,0,0.55,0,1.64,7.65,1.64,0.55,0,0,0,0.55
