stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,351.43,4.09,0,12.26,0,0,0,0,0,0,4.09,0,0,0,0,0,12.26,0,0,0,0,0,0,16.35,20.43,0,0,0,0,0,0,0,0,0,0,0
72hpf,1704.18,1.07,0,7.49,16.05,12.84,1.07,0,0,0,0,0,0,0,0,3.21,33.16,2.14,26.74,0,1.07,1.07,0,110.19,60.98,0,1.07,42.79,0,0,7.49,0,4.28,1.07,0,0
21Day,337.31,5.35,1.34,36.14,4.02,24.09,5.35,0,1.34,0,0,1.34,4.02,6.69,4.02,2.68,28.11,2.68,44.17,0,0,8.03,0,46.85,24.09,1.34,1.34,18.74,10.71,0,5.35,2.68,10.71,1.34,0,9.37
3Month,34.55,0,0.64,3.2,0,0,0.32,1.6,0.96,0,0,5.44,1.28,0,0.96,0,0.32,0,2.24,0,0,0.32,0.32,0,0,0,0.32,0,0.32,1.92,0,0,0,0,0.64,0.32
22Month,0.55,0.55,0,1.64,0,0,0,0.55,3.28,0.55,0,9.29,0.55,0,2.73,0,0.55,2.19,0.55,0.55,0.55,0,0,0,0,0,0,0,0,1.64,0,0,0,0,0,0.55
