stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,4.09,73.56,12.26,40.86,0,0,0,0,4.09,93.99,0,0,8.17,0,0,0,4.09,0,0,0
72hpf,4.28,0,0,11.77,2.14,1.07,0,0,0,2.14,0,0,0,0,0,17.12,49.21,0,29.95,0,0,1.07,0,32.09,28.88,0,0,20.33,2.14,0,2.14,4.28,0,0,0
21Day,5.35,0,0,56.22,0,18.74,0,8.03,0,0,0,5.35,1.34,9.37,8.03,6.69,26.77,5.35,29.45,0,0,4.02,1.34,25.43,12.05,1.34,0,9.37,2.68,0,2.68,0,0,0,8.03
3Month,0,0.32,0.96,7.68,0,0,0,0,3.84,3.2,0,2.56,7.36,0,14.72,0.32,0.32,1.28,2.56,1.28,0,0.96,0.32,0.32,0.32,0.96,0,0.32,0.64,25.28,0.32,0,3.84,4.8,15.36
22Month,0,1.09,0.55,6.01,0,0,0.55,0,3.83,7.11,0.55,34.99,1.64,0.55,21.87,0.55,0.55,3.83,9.84,1.09,0.55,2.73,0,0.55,0,1.09,1.09,1.09,0,3.83,0,0,0.55,0,4.92
