stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,12.26,0,3162.88,28.6,0,0,0,0,0,0,0,0,0,4.09,32.69,8.17,482.2,0,0,0,0,36.78,809.11,0,0,0,187.97,0,0,0,0,0,8.17,0,0,0
72hpf,18.19,0,0,318.8,13.91,16.05,0,1.07,0,0,0,0,1.07,0,8.56,755.27,0,289.91,0,0,2.14,1.07,88.79,193.63,1.07,1.07,0,462.15,0,0,0,114.47,1.07,3.21,0,0,0
21Day,13.39,0,0,30.79,2.68,8.03,0,2.68,0,0,4.02,0,4.02,1.34,0,30.79,4.02,321.25,0,0,6.69,0,22.76,29.45,1.34,0,0,174.01,8.03,0,0,38.82,1.34,2.68,0,0,1.34
3Month,0.32,0,0.32,8,0.32,0,0.32,0.32,2.24,3.2,5.76,1.92,0.32,3.2,0.64,1.92,0.96,194.85,54.39,0,1.28,0,4.8,5.12,0.96,0.32,0,3.2,1.28,0.32,13.12,4.16,0,0.32,1.28,7.36,2.56
22Month,0,0,0,3.28,0,0,1.09,0,7.65,3.28,8.75,2.19,0,1.64,0,0.55,1.64,113.16,7.11,0.55,1.64,0,0.55,1.64,0.55,0,0.55,4.92,0,0,1.09,1.64,0,0.55,0,0,2.19
