stage,Hepatocyte,Ionocyte,Neural.cell,Primordial.germ.cell,Spermatocyte
24hpf,0,4.08640457285017,0,0,0
21Day,0,0,2.67706617640661,0,0
3Month,0.319949299554195,0,0,1.27979719821678,9.59847898662586
