stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,8.17,0,4.09,0,0,4.09,0,0,0,0,0,0,49.04,4.09,0,0,0,0,12.26,12.26,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,4.28,1.07,182.93,0,0,0,1.07,0,0,0,2.14,0,2.14,2.14,3.21,4.28,0,0,0,0,14.98,8.56,0,0,0,5.35,0,0,2.14,1.07,1.07,0,0,0
21Day,4.02,2.68,0,5.35,0,364.08,0,37.48,0,5.35,0,1.34,1.34,6.69,1.34,0,4.02,4.02,12.05,0,0,1.34,0,10.71,4.02,0,0,0,8.03,12.05,0,0,0,0,0,0,0
3Month,0,3.2,0.32,3.52,0,0,3.84,0,1.6,7.68,0,9.28,8.96,1.28,1.6,0.32,1.28,7.36,8.32,1.6,0,0.32,0.32,0.64,0,0,0,0,0,0.32,1.28,0.32,0,0,0.96,11.84,0.32
22Month,0,7.11,0,5.47,0,0,20.77,0.55,0.55,32.8,0,70.52,5.47,5.47,3.28,0.55,1.64,16.95,19.13,0.55,3.83,1.64,0,0,0,0.55,1.09,1.09,1.09,2.19,4.92,0.55,0,0,0.55,0.55,3.28
