stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,0,0,12.26,0,0,0,0,0,0,0,0,16.35,0,0,0,0,4.09,0,36.78,4.09,0,0,0,0,0,12.26,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,35.3,1.07,0,5.35,0,2.14,0,0,0,0,0,0,0,0,0,10.7,0,1.07,16.05,6.42,95.21,0,0,2.14,2.14,69.54,95.21,0,0,0,42.79,0,0,0,1.07,1.07,0,0,0,0
21Day,100.39,4.02,1.34,95.04,1.34,14.72,0,8.03,0,0,2.68,0,0,14.72,0,238.26,17.4,4.02,22.76,20.08,123.15,0,0,29.45,1.34,50.86,45.51,2.68,0,0,25.43,9.37,0,0,2.68,0,1.34,0,0,180.7
3Month,2.88,17.92,7.68,336.59,1.6,0,15.68,2.24,0,27.52,163.81,0,0,512.88,73.91,27.84,636.38,12.48,486.96,173.41,2527.6,1190.85,2.24,29.76,45.43,10.88,1.6,24.96,12.48,0,10.88,24.96,1.28,90.87,11.52,0.32,1.28,24,126.7,631.58
22Month,1.64,79.26,21.87,193.52,1.64,0,8.2,2.73,0.55,24.05,75.98,20.77,0,1756.4,42.64,44.83,823.81,7.11,214.84,285.9,4004.79,33.89,32.8,55.21,4.37,9.84,2.73,61.77,20.77,9.84,6.56,4.37,0,53.57,68.33,3.83,1.09,4.37,0.55,337.83
