stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,8.17,241.1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,9.63,1.07,0,11.77,1.07,4.28,0,0,2.14,0,1.07,0,1.07,0,4.28,6.42,1.07,11.77,0,10.7,0,0,1160.72,81.3,3.21,11.77,0,13.91,2.14,0,18.19,0,0,1.07,0,0,0
21Day,9.37,0,0,8.03,0,4.02,0,0,1.34,0,2.68,0,2.68,2.68,0,6.69,0,6.69,0,0,0,0,258.34,17.4,2.68,21.42,0,1.34,6.69,1.34,2.68,0,1.34,2.68,0,0,5.35
3Month,0,0,0.32,6.4,0.32,0,0,0.64,0.32,0.32,68.15,2.56,0.32,2.24,0,1.6,0.64,1.92,0.32,0,0.32,0.64,5.12,0,0.64,10.88,0,0,0.96,9.92,0,0,0,0,0.32,0.96,1.92
22Month,0,0,1.64,4.92,0,0,0.55,1.64,4.37,0,179.3,2.73,1.64,3.83,0,1.09,2.19,3.83,0,1.09,0.55,0,1.64,0,0.55,5.47,1.09,0,0,1.64,0.55,0.55,0,0,0,0,1.09
