stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,0,0,0,0,4.09,118.51,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,3.21,0,8.56,0,6.42,0,0,0,0,0,0,0,0,1.07,0,2.14,6.42,0,13.91,0,0,0,0,69.54,37.44,1.07,0,0,16.05,1.07,0,4.28,0,3.21,0,0,0
21Day,5.35,1.34,0,17.4,0,10.71,0,5.35,0,0,0,0,4.02,1.34,2.68,0,1.34,8.03,1.34,14.72,0,0,2.68,0,25.43,14.72,0,1.34,0,5.35,2.68,0,5.35,0,1.34,0,0,6.69
3Month,0.32,1.6,0.64,27.52,0.32,0,0,1.28,0.64,8.96,9.6,0,37.11,3.84,1.92,11.52,2.88,12.48,4.8,18.88,1.92,0,3.2,2.24,1.28,0.32,3.2,0.32,0,0,1.28,11.84,0.32,0,0,6.4,37.43,5.12
22Month,0,7.11,0,7.65,0,0,0.55,0,0,1.64,9.29,2.19,37.72,3.28,3.28,6.01,0.55,2.19,6.56,9.29,0,1.09,0.55,0.55,0.55,0,0.55,1.64,4.37,0,0.55,1.09,3.83,1.09,0,0,0,2.73
