stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,1.07,1.07,0,4.28,0,0,0,0,18.19,6.42,0,0,0,2.14,1.07,0,0,2.14,0,0,0,0,0,0
21Day,2.68,0,0,5.35,1.34,1.34,0,1.34,0,0,0,1.34,0,0,1.34,0,1.34,0,5.35,0,0,1.34,0,6.69,1.34,0,0,0,0,0,0,0,1.34,1.34,2.68,1.34,0,0,0
3Month,0.96,4.48,5.12,44.79,2.56,0,1.92,0.96,10.24,7.68,0,434.81,7.36,1.6,39.99,5.12,12.16,5.76,17.28,4.8,0.32,7.68,6.08,4.8,0,2.88,6.4,0,1.28,12.16,0,34.55,1.28,0,0,0,2.88,40.95,5.76
22Month,2.73,9.29,3.83,25.69,2.19,0,2.73,1.64,8.75,11.48,12.03,681.68,3.83,5.47,55.21,2.73,3.83,13.67,34.44,1.09,14.76,7.65,0,3.83,0.55,6.56,4.92,1.09,1.09,4.37,0.55,9.29,3.28,4.37,0,0,0,0,3.83
