stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,24.52,0,0,0,0,16.35,73.56,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,0,0,1.07,0,3.21,0,0,0,0,0,0,23.54,0,1.07,29.95,0,11.77,0,0,5.35,0,220.38,42.79,0,1.07,3.21,0,0,3.21,3.21,0,1.07,0,0,0
21Day,0,0,0,17.4,0,17.4,0,6.69,0,0,0,0,6.69,0,258.34,1.34,1.34,9.37,54.88,26.77,0,0,12.05,0,121.81,30.79,0,1.34,12.05,4.02,0,6.69,10.71,1.34,1.34,0,0,207.47
3Month,0,8.96,0.32,14.72,0.32,0,2.56,0.32,0,0.64,5.12,0,16.32,10.24,7.36,6.72,0.64,3.2,51.83,6.4,4.48,0.64,39.35,1.6,62.71,0.32,0.64,0.96,0.96,2.88,0.32,96.3,0.96,0,0,2.88,137.26,330.19
22Month,0.55,6.01,0.55,3.28,0.55,0,2.19,0.55,0.55,0.55,4.92,2.19,24.05,4.37,3.83,5.47,0,1.09,37.72,5.47,0,0.55,29.52,0,32.8,0.55,0.55,1.09,0,0.55,0,49.2,0.55,0,0,0,0.55,230.69
