stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,32.69,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,183.89,0,0,0,0,0,0,0,24.52,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,116.61,4.28,2.14,0,0,0,0,0,0,0,0,0,0,22.47,704.99,0,11.77,0,1.07,0,0,50.28,23.54,0,1.07,0,1.07,0,0,4.28,0,1.07,0,0,0
21Day,9.37,1.34,0,891.46,2.68,13.39,0,4.02,0,1.34,0,0,5.35,0,2.68,5.35,33.46,250.31,9.37,17.4,0,0,5.35,0,10.71,2.68,1.34,1.34,0,4.02,12.05,0,1.34,0,4.02,0,0,1.34
3Month,0.64,0.96,0,387.14,2.24,0,0.32,0.64,0.96,2.88,0,0,8.96,3.2,0,4.16,55.35,16.32,5.76,4.16,0.64,0.64,42.87,0.64,5.12,0.32,0.64,0.32,0,1.28,1.6,16.96,0,0,0,1.6,0.96,2.24
22Month,0,0.55,10.39,195.16,2.19,0,1.09,0,5.47,5.47,0.55,0,26.24,1.64,0.55,9.29,33.35,16.95,10.39,2.73,0,1.64,39.36,0,4.92,0,4.92,0,0.55,0,0,32.8,0,3.28,0,0,0,0
