stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,0,0,0,0,0,57.21,16.35,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,1.07,1.07,5.35,0,0,0,2.14,0,0,0,1.07,0,0,4.28,1.07,4.28,0,0,2.14,0,1070.86,13.91,1.07,0,0,7.49,1.07,3.21,3.21,1.07,0,0,0,0
21Day,5.35,0,0,14.72,0,10.71,0,1.34,0,0,0,1.34,1.34,1.34,4.02,2.68,8.03,5.35,17.4,0,0,1.34,0,459.12,10.71,1.34,0,0,4.02,5.35,6.69,0,1.34,1.34,1.34,0,1.34
3Month,2.56,1.28,0.32,9.6,0.64,0,0.32,0.32,0.32,1.92,0,10.56,1.6,0,3.52,11.52,1.6,5.12,4.48,0,0.32,1.6,2.24,68.47,0,1.6,1.6,0,0,0.64,71.99,0.96,0,0,1.92,114.86,2.88
22Month,0,3.28,0,2.73,0,0,0,0,1.09,2.73,1.64,22.41,1.09,0,3.28,3.83,1.09,3.28,4.37,1.09,0,1.09,0,52.48,0.55,1.64,1.64,2.73,0,0.55,65.05,0,0,0,0.55,0,0.55
