stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,29.95,21.4,23.54,0,0,0,0,0,0,0,0,2.14,0,2.14,0,1.07,0,0,193.63,14.98,0,22.47,3.21,0,0,0,0,0,1.07,0,0,0
21Day,4.02,0,0,92.36,29.45,13.39,0,0,0,1.34,0,4.02,0,0,18.74,0,9.37,0,4.02,2.68,0,223.54,13.39,1.34,73.62,4.02,6.69,1.34,1.34,1.34,5.35,0,0,0,0
3Month,0,0.96,0.96,76.47,24.96,0,1.28,0.96,2.56,7.36,3.2,0.32,6.4,0.96,11.2,2.56,3.52,1.92,0.32,10.56,0.32,8,0.32,0,119.66,0,2.56,51.51,0,0,0,0,0.96,26.24,2.24
22Month,0.55,0.55,0.55,38.27,5.47,0,0.55,0,0.55,12.03,0.55,0,0,0,4.37,2.73,4.37,0,2.19,3.83,0,12.57,0.55,0,203.36,0,1.09,5.47,1.64,0,0,0,0,0,0.55
