stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,8.17,0,8.17,0,0,0,0,0,4.09,0,0,0,0,20.43,8.17,16.35,20.43,0,0,0,0,20.43,134.85,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,6.42,0,2.14,0,0,0,1.07,0,0,0,0,0,0,34.23,18.19,1.07,7.49,0,2.14,0,2.14,14.98,10.7,0,1.07,0,7.49,0,0,4.28,0,1.07,0,0,0
21Day,6.69,0,0,36.14,2.68,16.06,0,1.34,0,0,0,0,6.69,0,2.68,5.35,20.08,20.08,4.02,26.77,0,0,2.68,0,20.08,6.69,0,1.34,0,10.71,8.03,0,0,2.68,2.68,0,0,4.02
3Month,0.32,1.6,1.6,52.15,0.32,0,1.28,0.96,4.16,5.76,0,0,144.94,11.2,2.88,36.79,63.67,17.92,14.08,15.36,4.48,0.32,2.88,2.56,1.92,0,2.56,0.64,0,0.32,9.28,62.71,0.64,0,0,4.8,65.91,6.08
22Month,1.64,26.24,12.03,79.26,0,0,6.01,5.47,10.93,47.56,33.35,0,1519.7,46.47,30.07,162.9,16.95,20.23,50.84,93.48,3.83,59.04,14.21,1.09,7.11,1.64,7.65,5.47,4.37,3.28,3.28,31.16,2.19,2.73,0,1.64,0.55,17.49
