stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,0,8.17,0,0,0,0,0,8.17,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,0,2.14,0,3.21,0,1.07,0,0,0,1.07,0,0,0,0,0,1.07,7.49,0,1.07,0,0,0,0,366.94,13.91,1.07,0,7.49,0,0,5.35,239.63,83.44,1.07,0,0,0
21Day,4.02,1.34,0,9.37,0,6.69,0,0,0,1.34,0,1.34,0,4.02,0,0,6.69,1.34,10.71,0,0,2.68,1.34,44.17,6.69,0,0,1.34,2.68,0,0,495.26,357.39,0,0,0,1.34
3Month,0,0,0,13.76,0.32,0,0.32,0.32,0.64,0.96,0,7.36,2.56,0.32,2.88,0,2.24,1.92,1.28,0.64,0,0.32,0,1.28,0,0,0,0.32,0.32,6.08,0,4.48,0,0,0.64,54.07,1.92
22Month,0,1.09,1.09,4.37,0,0,0.55,0,0.55,8.75,2.73,55.76,1.64,0,4.37,0,1.09,12.03,4.92,0,2.73,0.55,0,1.09,0.55,0.55,1.09,0,0,13.12,2.19,388.67,0,0,0,0,1.64
