stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,12.26,0,8.17,0,0,0,0,0,0,0,0,28.6,4.09,0,20.43,0,0,0,16.35,98.07,286.05,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,18.19,3.21,0,0,0,0,0,0,0,0,4.28,9.63,0,16.05,0,1.07,0,0,152.98,36.37,0,0,0,4.28,0,0,22.47,17.12,5.35,2.14,0,0,0
21Day,4.02,0,0,6.69,17.4,0,0,0,0,0,0,0,0,0,1.34,4.02,0,2.68,0,0,1.34,0,46.85,6.69,1.34,0,0,0,2.68,1.34,5.35,4.02,6.69,5.35,0,0,0
3Month,0.32,0.32,0.96,77.75,6.08,0,0.32,2.24,4.16,0.32,27.52,4.16,0,11.2,23.36,8,6.08,9.6,4.8,0,1.28,4.8,36.47,0.32,3.52,0.96,0,0.32,3.2,118.06,0.96,0,0.32,1.6,1.28,893.62,4.48
22Month,0,0,0.55,32.25,0,0,0,1.09,1.09,0.55,5.47,0,1.64,0.55,1.64,0.55,1.09,7.11,0.55,1.64,0,0.55,7.11,0,1.64,0,0.55,0,0,12.03,0.55,1.09,0,0,0,2.19,0
