stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,28.6,0,0,0,0,0,208.41,0,0,0,4.09,0,0,0,0,0,0
72hpf,1.07,1.07,0,2.14,0,0,0,0,0,0,0,0,0,0,0,1.07,1.07,4.28,2.14,0,0,0,0,2.14,0,0,0,0,1.07,0,0,0,0,0,0
21Day,0,0,2.68,9.37,0,0,2.68,0,0,0,0,0,0,9.37,2.68,0,5.35,1.34,1.34,0,0,0,0,6.69,0,0,0,0,0,2.68,4.02,0,0,0,1.34
3Month,0.32,0.64,1.92,18.24,0.32,0.64,0.32,0.32,6.08,7.04,0,34.55,11.2,0.64,21.44,0.64,6.72,13.44,5.44,1.92,0.32,2.24,1.28,1.28,0,1.28,0,0,0.64,5.76,443.13,0.64,2.56,151.66,5.76
22Month,0,2.73,1.64,10.93,0,0.55,0.55,0,0.55,29.52,4.37,47.56,3.83,2.73,24.6,0,2.19,14.21,2.73,0,0,2.19,0,1.09,0,1.64,0.55,2.19,0,0,39.36,0,0,0.55,4.92
